111	572	AMMA	Brazil	2010	Brazil	Monte Alegre, 3 diff. plantations	75.0	4.0	B,S,C,L	roasty, fatty, nutty, coffee	3.75	data from Kaggle
112	572	AMMA	Brazil	2010	Brazil	Monte Alegre, 3 diff. plantations	60.0	4.0	B,S,C,L	creamy, sweet,cocoa,banana	4.0	data from Kaggle
113	1065	AMMA	Brazil	2013	Brazil	Catongo	75.0	4.0	B,S,C,L	grainy, sweet, poor aftertaste	3.25	data from Kaggle
114	1259	Anahata	U.S.A.	2014	Dominican Republic	Elvesia	75.0	2.0	B,S	chalky, mild fruit, burnt	3.0	data from Kaggle
115	1852	Animas	U.S.A.	2016	Bolivia	Alto Beni	75.0	2.0	B,S	light roast, caramel, cocoa	3.5	data from Kaggle
116	2586	Animas	U.S.A.	2021	Belize	Maya Mountain, batch 39	75.0	2.0	B,S	burnt toast, cherry	3.0	data from Kaggle
117	2586	Animas	U.S.A.	2021	Guatemala	Alta Verapaz, Cahabon & Lanquin regions, b. 4243	75.0	2.0	B,S	orange citrus, harsh earthiness	3.25	data from Kaggle
118	1379	Ara	France	2014	Mexico	Chiapas	72.0	3.0	B,S,C	earthy, sour milk, leather	2.5	data from Kaggle
119	1379	Ara	France	2014	Ecuador	Equateur	75.0	3.0	B,S,C	bitter, floral, leather	2.75	data from Kaggle
120	1375	Ara	France	2014	Madagascar	Madagascar	75.0	3.0	B,S,C	sandy, fruity, short	3.0	data from Kaggle
121	1379	Ara	France	2014	Venezuela	Trincheras	75.0	3.0	B,S,C	nutty, mild spice, mild earthy	3.0	data from Kaggle
122	1602	Arete	U.S.A.	2015	Brazil	Fazenda Camboa	75.0	2.0	B,S	floral, chemical off	2.75	data from Kaggle
123	1602	Arete	U.S.A.	2015	Guatemala	Guatemala	70.0	2.0	B,S	strawberry, butterscotch, off	3.25	data from Kaggle
124	1534	Arete	U.S.A.	2015	Brazil	Fazenda Camboa	70.0	2.0	B,S	creamy, rich, rum, roasty	3.5	data from Kaggle
125	1534	Arete	U.S.A.	2015	Peru	Nacional	68.0	2.0	B,S	floral, nutty, rich cocoa	3.5	data from Kaggle
126	1598	Arete	U.S.A.	2015	Dominican Republic	Oko Caribe	70.0	2.0	B,S	spicy, brownie, nutty	3.5	data from Kaggle
127	1602	Arete	U.S.A.	2015	Ecuador	Camino Verde	75.0	3.0	B,S,C	intense, floral, bourbon	3.5	data from Kaggle
128	1534	Arete	U.S.A.	2015	Ecuador	Puerto Quito, heirloom	70.0	2.0	B,S	spicy, cocoa	3.75	data from Kaggle
129	1598	Arete	U.S.A.	2015	Belize	Maya Mountain	70.0	2.0	B,S	floral, strawberry, metallic	3.75	data from Kaggle
130	1598	Arete	U.S.A.	2015	Nicaragua	Chuno	70.0	2.0	B,S	creamy,sticky, peanut butter	4.0	data from Kaggle
131	1904	Arete	U.S.A.	2016	Ecuador	Hacienda Victoria	70.0	3.0	B,S,C	sticky, floral, roasty	3.25	data from Kaggle
132	1904	Arete	U.S.A.	2016	Ecuador	Costa Esmeraldas	70.0	3.0	B,S,C	chewy, mild floral	3.25	data from Kaggle
133	1928	Arete	U.S.A.	2016	Fiji	Matasawalevu	70.0	2.0	B,S	smoke, hammy, cocoa base	3.25	data from Kaggle
134	1928	Arete	U.S.A.	2016	Vietnam	Lam Dong	73.0	2.0	B,S	earthy, nutty, cardboard	3.25	data from Kaggle
135	1724	Arete	U.S.A.	2016	Trinidad	San Juan	70.0	2.0	B,S	delicate, simple	3.5	data from Kaggle
136	1900	Arete	U.S.A.	2016	Vietnam	Tien Giang	73.0	3.0	B,S,C	cashew, roasty, chunky melt	3.5	data from Kaggle
137	1904	Arete	U.S.A.	2016	Guatemala	Lachua	70.0	2.0	B,S	subtle, mysterious	3.5	data from Kaggle
138	1908	Arete	U.S.A.	2016	Honduras	La Masica, FHIA	70.0	2.0	B,S	nutty, green	3.5	data from Kaggle
139	1724	Arete	U.S.A.	2016	Tanzania	Kokoa Kamili	70.0	2.0	B,S	appealing smoke, woody	3.75	data from Kaggle
140	1904	Arete	U.S.A.	2016	Nicaragua	Rugoso	70.0	3.0	B,S,C	muddy, rich cocoa, raspberry	3.75	data from Kaggle
141	1928	Arete	U.S.A.	2016	Dominican Republic	Elvesia	70.0	2.0	B,S	dark berry, chocolatey	3.75	data from Kaggle
142	1908	Arete	U.S.A.	2016	Costa Rica	Coto Brus, Terciopelo	70.0	2.0	B,S	balanced, cherry, choco	4.0	data from Kaggle
143	1924	Arete	U.S.A.	2016	Peru	Phantom	70.0	2.0	B,S	creamy, complex, balanced	4.0	data from Kaggle
144	2020	Arete	U.S.A.	2017	India	Anamalai	70.0	2.0	B,S	slight roasty, basic cocoa	3.5	data from Kaggle
145	2020	Arete	U.S.A.	2017	Madagascar	Sambirano Valley	70.0	3.0	B,S,C	sour fruit	3.5	data from Kaggle
146	2020	Arete	U.S.A.	2017	Vietnam	Ben Tre	73.0	3.0	B,S,C	rich cocoa, mild roasty	3.5	data from Kaggle
147	2028	Arete	U.S.A.	2017	Peru	Ucayali	70.0	3.0	B,S,C	dried fruit, fig, anise	3.5	data from Kaggle
148	2024	Arete	U.S.A.	2017	Bolivia	Beniano	70.0	2.0	B,S	creamy, bright fruit	4.0	data from Kaggle
149	2028	Arete	U.S.A.	2017	Haiti	Pisa	70.0	2.0	B,S	long lasting, cocoa	4.0	data from Kaggle
150	2068	Arete	U.S.A.	2018	Trinidad	Ramnath E.	70.0	2.0	B,S	nuts, dried fruit, short	3.0	data from Kaggle
151	2254	Arete	U.S.A.	2018	Colombia	Tumaco	70.0	2.0	B,S	smooth, nutty, cocoa	4.0	data from Kaggle
152	2450	Arete	U.S.A.	2019	India	Idukki	70.0	3.0	B,S,C	burn butterscotch, rubbery	3.0	data from Kaggle
153	2330	Arete	U.S.A.	2019	India	Jangareddygudem	70.0	3.0	B,S,C	herbs, mushroom, acidic	3.25	data from Kaggle
154	2166	Argencove	Nicaragua	2018	Nicaragua	Apoyo	70.0	2.0	B,S	cocoa, earthy, hammy	3.0	data from Kaggle
155	2162	Argencove	Nicaragua	2018	Nicaragua	Masaya	70.0	2.0	B,S	melon, late hammy	3.25	data from Kaggle
156	2162	Argencove	Nicaragua	2018	Nicaragua	Mombacho	70.0	2.0	B,S	smooth, vegetal	3.5	data from Kaggle
157	2162	Argencove	Nicaragua	2018	Nicaragua	Cocibolca	70.0	2.0	B,S	roasty, rich cocoa	3.5	data from Kaggle
158	300	Artisan du Chocolat	U.K.	2008	Congo	Congo	72.0	3.0	B,S,C	spicy, minty, vegetal	3.75	data from Kaggle
159	363	Artisan du Chocolat	U.K.	2009	Brazil	Brazil Rio Doce	72.0	3.0	B,S,C	cocoa, dominate off note	1.75	data from Kaggle
160	355	Artisan du Chocolat	U.K.	2009	Venezuela	Ocumare, Venezuela	75.0	3.0	B,S,C	oily, nutty, burnt, sour	2.5	data from Kaggle
161	355	Artisan du Chocolat	U.K.	2009	Indonesia	Java	72.0	3.0	B,S,C	gritty, very smokey, sour	2.75	data from Kaggle
162	363	Artisan du Chocolat	U.K.	2009	Madagascar	Madagascar	80.0	3.0	B,S,C	sl. bitter, cherry, rich	3.0	data from Kaggle
163	363	Artisan du Chocolat	U.K.	2009	Peru	Peru	75.0	3.0	B,S,C	spicey, mild metallic	3.0	data from Kaggle
164	363	Artisan du Chocolat	U.K.	2009	Dominican Republic	Dominican Republic	72.0	3.0	B,S,C	spice, cocoa, short	3.25	data from Kaggle
165	486	Artisan du Chocolat	U.K.	2010	Venezuela	Venezuela	100.0	\N	\N	very nutty, very bitter	1.75	data from Kaggle
166	600	Artisan du Chocolat	U.K.	2010	Costa Rica	Costa Rica	72.0	3.0	B,S,C	chewy, grassy, nutty	3.25	data from Kaggle
167	600	Artisan du Chocolat	U.K.	2010	Vietnam	Ba Ria Vung Tau Province	72.0	3.0	B,S,C	unrefined, distinct spicey	3.25	data from Kaggle
168	600	Artisan du Chocolat	U.K.	2010	Indonesia	Bali	72.0	3.0	B,S,C	black pepper and banana	3.5	data from Kaggle
169	531	Artisan du Chocolat	U.K.	2010	Jamaica	Jamaica	72.0	3.0	B,S,C	grassy, black licorice, mint	3.75	data from Kaggle
170	745	Artisan du Chocolat	U.K.	2011	Panama	Panama	72.0	3.0	B,S,C	blackpepper,chemical,rubber	2.75	data from Kaggle
171	729	Artisan du Chocolat	U.K.	2011	Haiti	Haiti	72.0	3.0	B,S,C	nuts, butterscotch, brownie	4.0	data from Kaggle
172	947	Artisan du Chocolat	U.K.	2012	Colombia	Colombia, Casa Luker	72.0	3.0	B,S,C	marshmallow, roasty, nutty	3.75	data from Kaggle
173	1193	Artisan du Chocolat	U.K.	2013	Trinidad	Trinidad, Heritage, Limited ed.	72.0	3.0	B,S,C	gritty, nutty	3.25	data from Kaggle
174	1181	Artisan du Chocolat (Casa Luker)	U.K.	2013	Colombia	Orinoqua Region, Arauca	72.0	4.0	B,S,C,L	creamy, marshmallow, off	2.75	data from Kaggle
175	2562	Aruntam	Italy	2021	India	Idukki Kerala, lot IN728221	72.0	4.0	B,S,C,L	cinamon, nutmeg, fatty	3.25	data from Kaggle
176	2562	Aruntam	Italy	2021	Madagascar	Bejofo E., Akesson, lot MA72820	72.0	4.0	B,S,C,L	strawberry, sour	3.25	data from Kaggle
177	2566	Aruntam	Italy	2021	Tanzania	Kokoa Kamili, lot TZ72199	72.0	4.0	B,S,C,L	caramel, sour milk	3.5	data from Kaggle
178	141	Askinosie	U.S.A.	2007	Mexico	Xoconusco	75.0	2.0	B,S	leather, black licorice, off	2.5	data from Kaggle
179	175	Askinosie	U.S.A.	2007	Ecuador	San Jose del Tambo	70.0	2.0	B,S	smooth, astringent, cocoa	3.0	data from Kaggle
180	331	Askinosie	U.S.A.	2009	Philippines	Davao	77.0	2.0	B,S	strawberries, mild tart, roasty	3.75	data from Kaggle
181	647	Askinosie	U.S.A.	2011	Tanzania	Tenende, Uwate	72.0	2.0	B,S	creamy, woody, cocoa	3.75	data from Kaggle
182	661	Askinosie	U.S.A.	2011	Honduras	Cortes	70.0	2.0	B,S	grapes, woody, roasty	3.75	data from Kaggle
183	1780	Askinosie	U.S.A.	2016	Tanzania	Mababa	68.0	3.0	B,S,C	creamy, rich, blueberry	3.75	data from Kaggle
184	2434	Atypic	Australia	2019	Solomon Islands	Solomon Islands	70.0	4.0	B,S,C,L	off aroma,vegetal,honey,sandy	3.0	data from Kaggle
185	2056	Auro	Philippines	2018	Philippines	Davao	77.0	4.0	B,S,V,L	sandy, vanilla	2.75	data from Kaggle
186	2056	Auro	Philippines	2018	Philippines	Paquibao E., 2016	70.0	3.0	B,S,C	waxy, dried fruit	3.0	data from Kaggle
187	2056	Auro	Philippines	2018	Philippines	South Cotabato	70.0	3.0	B,S,C	sandy, roasty, nutty	3.0	data from Kaggle
188	2056	Auro	Philippines	2018	Philippines	Saloy E., 2016	70.0	3.0	B,S,C	long, bright fruit, sweet, sour	3.5	data from Kaggle
189	2672	Avanaa	Canada	2021	Colombia	Tumaco	70.0	2.0	B,S	chemical, spice, earthy	2.5	data from Kaggle
190	2672	Avanaa	Canada	2021	Dominican Republic	Zorzal	70.0	2.0	B,S	intense, sour tart plum, rubber	3.0	data from Kaggle
191	999	Bahen & Co.	Australia	2012	Brazil	Bahia	70.0	2.0	B,S	chalky, intense, chemical	2.5	data from Kaggle
192	999	Bahen & Co.	Australia	2012	Blend	Houseblend	70.0	2.0	B,S	chalky, fragrant, then off	2.5	data from Kaggle
